6.482163071632385254e-02,1.237574219703674316e-01,3.311091065406799316e-01,3.102137446403503418e-01,2.924031019210815430e-01,-3.008395135402679443e-01,-1.451653689146041870e-01,7.219088077545166016e-02,1.977123618125915527e-01,2.144623398780822754e-01
-1.448705047369003296e-01,2.627357840538024902e-02,1.210403144359588623e-01,-7.025805115699768066e-02,-1.079023182392120361e-01,4.732850193977355957e-02,-5.383086204528808594e-02,1.139780879020690918e-01,6.477037072181701660e-02,-2.370714247226715088e-01
1.348632574081420898e-02,-1.124968528747558594e-01,2.321916222572326660e-01,-1.999110579490661621e-01,-1.600540578365325928e-01,1.063221693038940430e-01,-1.576175838708877563e-01,3.233671188354492188e-01,1.341819465160369873e-01,-1.607788205146789551e-01
1.186338663101196289e-01,3.039385676383972168e-01,-2.935854494571685791e-01,1.250316500663757324e-01,-6.184658408164978027e-02,1.140986979007720947e-01,-1.421732455492019653e-01,-4.440301656723022461e-02,3.189795017242431641e-01,-2.106952518224716187e-01
2.011320143938064575e-01,3.123117387294769287e-01,-8.123798668384552002e-02,2.612245082855224609e-01,1.124346479773521423e-01,1.487273424863815308e-01,3.344654738903045654e-01,-5.027242749929428101e-02,1.781456023454666138e-01,-2.636538743972778320e-01
3.006814420223236084e-01,2.948706969618797302e-02,-8.274156600236892700e-02,1.228015348315238953e-01,4.454575479030609131e-02,-7.714187353849411011e-02,1.619845479726791382e-01,-2.405857443809509277e-01,3.090430796146392822e-01,-6.640708446502685547e-02
2.270230203866958618e-01,-8.994352817535400391e-02,-8.964141458272933960e-02,-1.509913355112075806e-01,2.227498888969421387e-01,-3.144438564777374268e-01,-2.508225440979003906e-01,-2.112367153167724609e-01,1.622604131698608398e-01,-3.447910025715827942e-02
1.732801347970962524e-01,-1.875988841056823730e-01,1.490091383457183838e-01,3.321162164211273193e-01,-1.990812271833419800e-01,-1.934134662151336670e-01,1.651807278394699097e-01,-2.241758406162261963e-01,-2.932960391044616699e-01,1.025981381535530090e-01
1.105449050664901733e-01,1.071704644709825516e-02,-1.733893528580665588e-02,-1.763127297163009644e-01,1.108373329043388367e-01,1.017419770359992981e-01,-2.740232646465301514e-01,-2.417552769184112549e-01,2.975398898124694824e-01,2.102706134319305420e-01
-2.899078726768493652e-01,1.590689271688461304e-01,-3.281043767929077148e-01,-1.058956310153007507e-01,1.297159641981124878e-01,8.799383789300918579e-02,8.860582113265991211e-02,-2.747358381748199463e-01,1.924116015434265137e-01,2.638277709484100342e-01
1.787748783826828003e-01,2.164146006107330322e-01,-1.835096478462219238e-01,2.120918929576873779e-01,-1.185369566082954407e-01,1.858915537595748901e-01,-2.159856855869293213e-01,-8.776383101940155029e-02,-6.410799175500869751e-02,-1.655787974596023560e-02
-1.236489042639732361e-01,1.418696939945220947e-01,-1.077471449971199036e-01,2.162737399339675903e-01,-1.480568647384643555e-01,1.536968797445297241e-01,-1.483848839998245239e-01,1.542151868343353271e-01,4.269324708729982376e-03,1.796089410781860352e-01
-3.539904206991195679e-02,2.867919802665710449e-01,-2.420384138822555542e-01,9.904387593269348145e-02,2.948923110961914062e-01,8.635887503623962402e-02,-2.402600646018981934e-01,-2.367825359106063843e-01,-6.949410587549209595e-02,-2.516058832406997681e-02
-2.969835698604583740e-01,1.335600763559341431e-01,-2.393135726451873779e-01,1.507533937692642212e-01,9.234483540058135986e-02,-1.508475840091705322e-01,-1.460100412368774414e-01,1.473073065280914307e-01,-2.157695293426513672e-01,1.329105198383331299e-01
-1.895158141851425171e-01,2.970232665538787842e-01,-2.483263313770294189e-01,3.417896479368209839e-02,2.617794834077358246e-02,4.780697077512741089e-02,-4.692393541336059570e-02,1.086048185825347900e-01,-2.438340932130813599e-01,-3.360581099987030029e-01
-1.012456193566322327e-01,-2.273705303668975830e-01,9.543044865131378174e-02,-1.179816946387290955e-01,-1.444104313850402832e-01,-2.487900108098983765e-01,-1.019604876637458801e-01,1.102746650576591492e-01,1.890602260828018188e-01,-2.200624719262123108e-02
2.912002205848693848e-01,2.162349224090576172e-01,-3.320509791374206543e-01,3.112181723117828369e-01,-6.103280559182167053e-02,3.002716461196541786e-03,8.377827703952789307e-03,-1.337268501520156860e-01,-1.196396276354789734e-01,-2.980754375457763672e-01
4.436862096190452576e-02,-3.154221475124359131e-01,2.838284969329833984e-01,-1.073150113224983215e-01,2.774633839726448059e-02,1.008728444576263428e-01,-2.886663936078548431e-02,-1.086734980344772339e-01,-1.463164575397968292e-02,-1.111097335815429688e-01
-1.851353198289871216e-01,-1.619623899459838867e-01,6.966193765401840210e-02,-4.245206341147422791e-02,2.203280031681060791e-01,-2.909682989120483398e-01,-3.267203867435455322e-01,3.541261702775955200e-02,1.033743992447853088e-01,1.048980802297592163e-01
-1.544705331325531006e-01,-5.821780487895011902e-02,3.360573053359985352e-01,3.892868012189865112e-02,-1.229376867413520813e-01,2.663972377777099609e-01,1.707886308431625366e-01,-1.165600642561912537e-01,-9.452825039625167847e-02,-1.111169680953025818e-01
1.510250754654407501e-02,-1.835795491933822632e-01,-3.147229924798011780e-02,-1.317302882671356201e-01,-1.275606751441955566e-01,-2.162982374429702759e-01,2.837441563606262207e-01,-8.337782928720116615e-04,2.334322482347488403e-01,2.936628162860870361e-01
7.083276659250259399e-02,-2.982062697410583496e-01,1.147056370973587036e-01,-1.219133287668228149e-01,-7.938793301582336426e-02,-2.941320836544036865e-01,5.814448930323123932e-03,-2.054411619901657104e-01,-2.815537750720977783e-01,-3.281247019767761230e-01
-7.456257939338684082e-02,-1.955545134842395782e-02,3.476530686020851135e-02,5.625736713409423828e-02,-3.289074599742889404e-01,8.148947358131408691e-02,1.356672495603561401e-01,2.369799166917800903e-01,-2.465042620897293091e-01,1.230030953884124756e-01
-5.284741055220365524e-03,-2.200633287429809570e-01,-1.078538149595260620e-01,-2.489967457950115204e-02,3.018787503242492676e-01,3.560524433851242065e-02,-8.069208264350891113e-02,-1.893873512744903564e-01,-3.345980346202850342e-01,2.138510346412658691e-01
5.595346912741661072e-03,2.620001435279846191e-01,2.223953306674957275e-01,-1.743966341018676758e-01,-5.156293883919715881e-02,1.892423033714294434e-01,-3.173095285892486572e-01,9.494478255510330200e-02,-1.040119528770446777e-01,2.316998541355133057e-01
-2.544399350881576538e-02,3.299245238304138184e-01,4.955684393644332886e-02,-8.100582659244537354e-02,-2.447729706764221191e-01,1.153668388724327087e-01,-8.121281862258911133e-02,-2.848651409149169922e-01,-2.457171976566314697e-01,-3.814243897795677185e-02
8.340179920196533203e-02,2.667942047119140625e-01,2.505268156528472900e-01,3.077035397291183472e-02,1.365663260221481323e-01,4.766583815217018127e-02,-7.681844290345907211e-03,-2.910524904727935791e-01,5.208301171660423279e-02,9.607244282960891724e-02
-3.211388587951660156e-01,2.942565083503723145e-01,1.593277454376220703e-01,-1.678017973899841309e-01,3.293718695640563965e-01,-2.853511571884155273e-01,-7.538703829050064087e-02,2.591352462768554688e-01,-6.967055797576904297e-02,-1.716797351837158203e-01
-1.314900666475296021e-01,2.149580419063568115e-01,-3.295325636863708496e-01,-2.487008869647979736e-01,1.546032726764678955e-01,3.026534616947174072e-01,1.595366895198822021e-01,3.022260069847106934e-01,1.597686260938644409e-01,9.771233052015304565e-02
3.122498095035552979e-01,-2.390608340501785278e-01,3.384836316108703613e-01,9.243893437087535858e-03,5.848972126841545105e-02,-7.924082875251770020e-02,-1.282058060169219971e-01,-4.514777287840843201e-02,-7.188987452536821365e-03,-1.219131872057914734e-01
2.973636984825134277e-01,-2.574189305305480957e-01,-2.791219651699066162e-01,-2.068807743489742279e-02,-1.520636528730392456e-01,2.954294681549072266e-01,-5.094630271196365356e-02,1.333914548158645630e-01,-1.246716380119323730e-01,-9.001518785953521729e-02
2.136841565370559692e-01,-1.524513661861419678e-01,-2.266411036252975464e-01,2.809997200965881348e-01,3.236912786960601807e-01,-2.576683275401592255e-02,1.082511711865663528e-02,-2.157313674688339233e-01,-2.316485345363616943e-01,3.291462659835815430e-01
-4.995125159621238708e-02,2.916793823242187500e-01,1.273272633552551270e-01,-3.324378430843353271e-01,-8.001680672168731689e-02,1.931780129671096802e-01,-2.192236781120300293e-01,-1.684959530830383301e-01,-3.333778977394104004e-01,-7.916229218244552612e-02
3.336163461208343506e-01,-3.494461625814437866e-02,1.273358017206192017e-01,1.362092643976211548e-01,1.796365678310394287e-01,-3.165186643600463867e-01,1.729562282562255859e-01,2.220031339675188065e-03,1.775022298097610474e-01,3.359939754009246826e-01
-1.009078621864318848e-01,-6.882525980472564697e-02,5.270198732614517212e-02,2.443212457001209259e-02,-2.335585951805114746e-01,1.630857735872268677e-01,-2.351339310407638550e-01,-2.912795245647430420e-01,3.218315541744232178e-01,1.925939470529556274e-01
-5.518326163291931152e-02,-3.212948441505432129e-01,-2.672970294952392578e-01,1.610615849494934082e-01,2.629354782402515411e-02,-7.534747570753097534e-02,2.318130433559417725e-01,2.766392529010772705e-01,4.827788844704627991e-02,-1.933831274509429932e-01
-1.100862100720405579e-01,-1.367383599281311035e-01,3.033891022205352783e-01,-1.344168633222579956e-01,3.642659634351730347e-02,-1.396621912717819214e-01,7.006010413169860840e-02,-2.938869781792163849e-02,-2.337854951620101929e-01,3.335660696029663086e-01
-5.554995313286781311e-02,-2.857142984867095947e-01,8.060731738805770874e-02,-7.763259112834930420e-02,2.787062823772430420e-01,7.064700871706008911e-02,1.339447200298309326e-01,2.571304142475128174e-01,-2.932444810867309570e-01,1.750498414039611816e-01
-3.154454827308654785e-01,1.737825870513916016e-01,-5.802619457244873047e-02,-3.034143149852752686e-01,1.382633745670318604e-01,2.806017994880676270e-01,2.964030504226684570e-01,-1.086793839931488037e-01,1.683956980705261230e-01,3.039917349815368652e-01
3.369407653808593750e-01,-3.110224604606628418e-01,2.787603139877319336e-01,-2.849300801753997803e-01,3.372153639793395996e-01,2.213963270187377930e-01,-2.233567237854003906e-01,1.178131401538848877e-01,1.411911845207214355e-01,-7.520487904548645020e-02
6.134206056594848633e-02,2.483932971954345703e-01,1.586737334728240967e-01,7.295519113540649414e-03,1.936237812042236328e-01,-2.114504575729370117e-01,8.231770992279052734e-02,3.182715177536010742e-01,2.600672841072082520e-01,8.730325102806091309e-02
6.815132498741149902e-02,-7.734641432762145996e-02,-2.234510779380798340e-01,-5.857601761817932129e-02,-1.296844333410263062e-01,-2.154778540134429932e-01,-1.111654341220855713e-01,-2.999848127365112305e-02,-1.663400977849960327e-01,-2.565025687217712402e-01
